City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
211,Muroto,JP,33.2833,134.15,300.89,80,100,7.3,overcast clouds,2022-09-14 01:10:45
212,Pacific Grove,US,36.6177,-121.9166,297.53,73,0,3.09,clear sky,2022-09-14 01:08:30
213,Nyurba,RU,63.2842,118.3319,278.16,82,97,4.23,overcast clouds,2022-09-14 01:10:46
214,Abha,SA,18.2164,42.5053,292.29,40,0,2.06,clear sky,2022-09-14 01:10:46
215,Bonthe,SL,7.5264,-12.505,297.85,86,100,3.1,overcast clouds,2022-09-14 01:10:47
216,Xuddur,SO,4.1213,43.8894,294.46,78,100,7.62,overcast clouds,2022-09-14 01:10:47
217,Nautla,MX,20.2167,-96.7833,299.71,74,5,2.96,clear sky,2022-09-14 01:10:48
218,Prince Rupert,CA,54.3161,-130.3201,287.78,73,7,1.67,clear sky,2022-09-14 01:08:54
219,Ballina,AU,-28.8667,153.5667,293.71,68,34,5.06,scattered clouds,2022-09-14 01:10:48
220,Luderitz,NA,-26.6481,15.1594,294.41,29,1,2.61,clear sky,2022-09-14 01:10:49
221,Hasaki,JP,35.7333,140.8333,302.2,82,85,5.74,overcast clouds,2022-09-14 01:10:49
222,Forio,IT,40.7342,13.8646,295.66,60,7,2.79,clear sky,2022-09-14 01:10:50
223,Craig,US,40.5153,-107.5464,291.12,52,100,3.6,overcast clouds,2022-09-14 01:07:55
224,Bhinmal,IN,25.0,72.25,301.36,72,100,2.69,overcast clouds,2022-09-14 01:10:50
225,Esperance,AU,-33.8667,121.9,285.06,68,91,12.66,light rain,2022-09-14 01:10:51
226,Buraydah,SA,26.326,43.975,302.68,13,0,2.71,clear sky,2022-09-14 01:08:55
227,Lepe,ES,37.2548,-7.2043,293.77,90,0,3.81,clear sky,2022-09-14 01:10:52
228,West Lafayette,US,40.4259,-86.9081,293.27,89,40,0.0,scattered clouds,2022-09-14 01:06:07
229,Pangnirtung,CA,66.1451,-65.7125,278.84,98,100,3.03,light rain,2022-09-14 01:10:52
230,Linares,CL,-35.85,-71.6,282.83,88,0,0.82,clear sky,2022-09-14 01:10:53
