City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
133,Shimoda,JP,84.56,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
137,Sao Paulo De Olivenca,BR,75.45,few clouds,-3.3783,-68.8725,
140,Am Timan,TD,70.97,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
142,Port Hardy,CA,55.58,mist,50.6996,-127.4199,Airport Inn-Port Hardy
143,Casablanca,MA,73.33,clear sky,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
144,Numaligarh,IN,82.36,overcast clouds,26.6333,93.75,Mumai Hotel
145,Soe,ID,84.29,scattered clouds,-9.8607,124.284,Dena Hotel
146,Paraiso,CR,68.88,overcast clouds,9.8383,-83.8656,Hotel Rinconcito Verde
147,Komsomolskiy,UZ,63.32,clear sky,40.4272,71.7189,Ikathouse
148,Iralaya,HN,81.28,few clouds,15.0,-83.2333,Iglesia morava renovada
149,Veraval,IN,79.75,heavy intensity rain,20.9,70.3667,Lords Inn Somnath
150,Ahipara,NZ,58.39,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
151,Cabo San Lucas,MX,84.61,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
154,Lima,PE,59.9,overcast clouds,-12.0432,-77.0282,Hotel Kamana
155,Vietri Sul Mare,IT,73.08,few clouds,40.6687,14.7253,Hotel Raito Amalfi Coast
157,Khed Brahma,IN,79.27,overcast clouds,24.0333,73.05,UMIYA NASTA HOUSE
158,Airai,TL,77.86,scattered clouds,-8.9266,125.4092,
159,Port Blair,IN,84.24,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
160,Axim,GH,73.9,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
162,College,US,64.35,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
163,Tekeli,KZ,59.38,overcast clouds,44.83,78.8239,Vuslat Tekeli
164,Ciudad Bolivar,VE,80.64,broken clouds,8.1222,-63.5497,Hotel Edi
165,Tautira,PF,77.52,overcast clouds,-17.7333,-149.15,Pension Oaoa
167,Soyaux,FR,70.68,clear sky,45.65,0.2,Mercure Angoulême - Hôtel de France
169,Faya,SA,66.31,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
170,Geraldton,AU,64.81,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
174,Samarai,PG,80.83,scattered clouds,-10.6167,150.6667,Nuli Sapi
175,Bayan,CN,68.65,scattered clouds,46.0833,127.4,Wanhao Inn
177,Vostok,RU,64.02,clear sky,46.4856,135.8833,
181,Cururupu,BR,75.51,clear sky,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
182,Lodja,CD,68.74,overcast clouds,-3.4833,23.4333,
184,Tura,IN,77.32,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
185,Castro,BR,58.84,overcast clouds,-24.7911,-50.0119,CHACARA BAILLY
186,Katsuura,JP,82.0,broken clouds,35.1333,140.3,Katsuura Hotel Mikazuki
187,Bandar-E Lengeh,IR,87.91,mist,26.5579,54.8807,کافی نت پارس
188,Orodara,BF,68.49,scattered clouds,10.9492,-4.9342,Bkf Orodara
189,La Palma,US,80.96,few clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
190,Torbay,CA,57.27,light intensity drizzle,47.6666,-52.7314,Gallows Cove
191,Zhangjiakou,CN,73.83,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
192,Plastun,RU,65.25,clear sky,44.7561,136.2939,Gostinitsa Rossiyanochka
194,Ola,RU,55.15,overcast clouds,59.5833,151.2833,
196,Itaituba,BR,75.4,few clouds,-4.2761,-55.9836,Hotel Campos
197,Cabinda,AO,72.36,overcast clouds,-5.55,12.2,Hotel Maiombe
198,Pokhara,NP,71.74,broken clouds,28.2333,83.9833,OYO 170 Hotel View Point
199,Springbok,ZA,55.31,clear sky,-29.6643,17.8865,Undulata Country Lodge
200,Mus,TR,56.97,broken clouds,39.0,41.75,
201,Saint-Philippe,RE,65.79,overcast clouds,-21.3585,55.7679,Le four à pain
202,El Prat De Llobregat,ES,78.66,thunderstorm with rain,41.3278,2.0947,Hotel Porta Fira
203,Saint George,US,74.62,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
205,Noumea,NC,77.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
207,Altay,CN,59.14,overcast clouds,47.8667,88.1167,Jinqiao Hotel
209,Lagoa,PT,73.9,scattered clouds,39.05,-27.9833,Casa Das Faias
211,Muroto,JP,82.6,overcast clouds,33.2833,134.15,Oota Ryokan
212,Pacific Grove,US,69.89,clear sky,36.6177,-121.9166,Lovers Point Inn
214,Abha,SA,66.02,clear sky,18.2164,42.5053,Abha Hotel
215,Bonthe,SL,76.01,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
216,Xuddur,SO,69.58,overcast clouds,4.1213,43.8894,Banjanay Hotel
217,Nautla,MX,78.15,scattered clouds,20.2167,-96.7833,Casa Blanca
218,Prince Rupert,CA,57.29,clear sky,54.3161,-130.3201,Crest Hotel
219,Ballina,AU,69.78,scattered clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
220,Luderitz,,68.79,clear sky,-26.6481,15.1594,LÜDERITZ NEST HOTEL
222,Forio,IT,72.52,clear sky,40.7342,13.8646,Hotel Terme Providence
223,Craig,US,62.55,overcast clouds,40.5153,-107.5464,"Candlewood Suites Craig-Northwest, an IHG Hotel"
224,Bhinmal,IN,85.32,overcast clouds,25.0,72.25,Jambheswar Bhavan(Gopi Khilery)
225,Esperance,AU,58.84,overcast clouds,-33.8667,121.9,Hospitality Esperance
226,Buraydah,SA,82.85,clear sky,26.326,43.975,Mövenpick Qassim
227,Lepe,ES,69.12,clear sky,37.2548,-7.2043,Hotel La Barca
228,West Lafayette,US,66.58,few clouds,40.4259,-86.9081,Hilton Garden Inn West Lafayette Wabash Landing
231,Mattru,SL,72.82,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
232,Moa,CU,78.82,few clouds,20.6569,-74.9403,Carmen
233,Fairbanks,US,64.36,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
234,Mount Gambier,AU,55.31,overcast clouds,-37.8333,140.7667,The Commodore
235,Schertz,US,82.26,clear sky,29.5522,-98.2697,Randolph Inn
236,Mocajuba,BR,74.88,scattered clouds,-2.5842,-49.5072,Hotel Saylon Mocajuba
239,Tamiahua,MX,78.22,broken clouds,21.2667,-97.45,Mission Of The Sun Hotel
240,Butaritari,KI,81.05,light rain,3.0707,172.7902,Isles Sunset Lodge
241,Hilo,US,83.28,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
242,Ambilobe,MG,66.83,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
244,Nouakchott,MR,82.33,few clouds,18.0858,-15.9785,HOTEL IMAN
246,Ankpa,NG,69.84,overcast clouds,7.3706,7.6253,AA Suites
247,Saldanha,ZA,55.45,clear sky,-33.0117,17.9442,Blue Bay Lodge
248,Urucara,BR,75.81,few clouds,-2.5364,-57.76,Pousada Maria Bonita
249,Chifeng,CN,75.42,clear sky,42.2683,118.9636,Junyu Tiancheng Hotel
250,Singarayakonda,IN,86.52,broken clouds,15.25,80.0333,Sri Nrk A/C Lodge
252,Jacareacanga,BR,75.33,clear sky,-6.2222,-57.7528,Casa do Ian😎
253,Tantoyuca,MX,73.22,scattered clouds,21.35,-98.2333,HOTEL VICTORIA
254,Ponta Delgada,PT,77.5,light rain,37.7333,-25.6667,Vila Nova Hotel
255,Puerto Carreno,CO,78.96,heavy intensity rain,6.189,-67.4859,Casa Hotel Victoria
259,Batesville,US,71.24,clear sky,35.7698,-91.641,"Holiday Inn Express & Suites Batesville, an IHG Hotel"
260,Sibu,MY,75.51,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
261,Kaeo,NZ,64.33,broken clouds,-35.1,173.7833,Bushido Lodge
262,Sao Filipe,CV,78.48,broken clouds,14.8961,-24.4956,Hotel Xaguate
263,Ruwi,OM,83.89,clear sky,23.5996,58.5507,Al Falaj Hotel
264,Carbondale,US,63.05,clear sky,37.7273,-89.2168,Best Western Saluki Inn
265,Castrillon,ES,60.96,overcast clouds,43.3979,-6.7922,HR PALACIO DE PRELO 4 estrellas
266,Manta,EC,67.78,overcast clouds,-0.95,-80.7333,Balandra Hotel
267,Teahupoo,PF,76.96,overcast clouds,-17.8333,-149.2667,Vanira Lodge
269,Calabar,NG,73.18,overcast clouds,4.9517,8.322,NAKS Hotels (Formerly NAF Club)
270,Salinopolis,BR,78.26,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
271,Champerico,GT,78.94,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
272,Marsabit,KE,59.52,overcast clouds,2.3284,37.9899,Chicho Hotel
273,Pangai,TO,82.51,few clouds,-19.8,-174.35,Ha'apai Beach Resort
274,Yulara,AU,79.99,broken clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
276,Buala,SB,85.78,light rain,-8.145,159.5921,Maringe Lagoon Lodge
278,Alofi,NU,80.49,broken clouds,-19.0595,-169.9187,Taloa Heights
281,Fort Nelson,CA,62.19,few clouds,58.8053,-122.7002,The Fort Nelson Hotel
283,Chapais,CA,58.78,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
284,Riyadh,SA,80.74,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
286,Pacocha,PE,58.28,scattered clouds,-17.5833,-71.3333,terrenos en venta
288,Manono,CD,70.11,overcast clouds,-7.3,27.4167,Hotel hewa bora
289,Takanabe,JP,87.69,scattered clouds,32.1333,131.5,Hotel AZ Miyazaki Takanabe
290,Hithadhoo,MV,81.39,clear sky,-0.6,73.0833,Scoop Guest House
291,Grand Gaube,MU,69.39,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
292,Roma,US,60.82,few clouds,43.2128,-75.4557,Wingate By Wyndham Rome
294,Abnub,EG,75.42,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
295,Manadhoo,MV,80.47,overcast clouds,5.7667,73.3833,Bon Abri maldives
297,Bayshore Gardens,US,82.38,clear sky,27.4253,-82.5904,Ramada by Wyndham Sarasota Waterfront
298,Vao,NC,72.1,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
299,Mormugao,IN,79.75,overcast clouds,15.4,73.8,Coconut Creek Resort
301,Kutum,SD,74.07,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
302,Parana,AR,59.58,broken clouds,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
303,Bethanien,,58.48,clear sky,-26.502,17.1583,Bethanie Hotel
304,Male,MV,82.35,few clouds,4.1748,73.5089,Hotel Octave Maldives
305,Santarem,BR,75.33,clear sky,-2.4431,-54.7083,Hotel Imperador
307,Balaguer,ES,65.88,overcast clouds,41.7912,0.8109,Hotel Balaguer
308,Preobrazheniye,RU,63.48,overcast clouds,42.9019,133.9064,Campsite Orlan
309,Tezu,IN,76.66,overcast clouds,27.9167,96.1667,Circuit House
310,Camacha,PT,69.22,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
311,Vila,PT,56.28,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
312,Katangli,RU,58.68,broken clouds,51.7102,143.2326,
314,Nusaybin,TR,72.36,clear sky,37.0778,41.2178,Aydinlar Hotel
317,Margate,GB,61.3,light rain,51.3813,1.3862,Premier Inn Margate hotel
319,Bristol,US,73.62,clear sky,41.8334,-71.1662,
320,Jinchang,CN,73.45,clear sky,38.4953,102.1739,Mingshihui Jinchang International Hotel
321,Crailsheim,DE,65.28,heavy intensity rain,49.1344,10.0719,Drei König
323,Port Hedland,AU,84.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
324,Vrangel,RU,64.53,overcast clouds,42.7297,133.0839,"Отель ""БАЛИ"""
325,Kuito,AO,58.64,broken clouds,-12.3833,16.9333,Herdeiros de Antunes Capusso
326,Isangel,VU,81.03,overcast clouds,-19.55,169.2667,Tanna Lodge
327,Beachwood,US,62.11,clear sky,41.4645,-81.5087,Hampton Inn & Suites Cleveland-Beachwood
328,Hami,CN,71.94,clear sky,42.8,93.45,Laoyutang Resort
334,Ginir,ET,57.97,overcast clouds,7.1333,40.7,Sura Dare Village
335,Dandong,CN,70.79,light rain,40.1292,124.3947,Yiranju Farmstay
336,Goma,CD,63.75,light rain,-1.6792,29.2228,"Goma, CENTRE D'ACCUEIL CARITAS"
337,Maralal,KE,59.18,overcast clouds,1.0968,36.698,Ngari Hill Ecolodge
338,Yaan,NG,69.84,overcast clouds,7.3833,8.5667,
339,Barahona,DO,79.65,overcast clouds,18.2085,-71.1008,Hotel Caribe
341,Narasannapeta,IN,84.18,broken clouds,18.4167,84.05,AVK events and catering
342,Icatu,BR,82.83,clear sky,-2.7758,-44.0658,Hotel Guaxenduba
343,Laguna,US,73.38,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
345,Port Macquarie,AU,66.88,scattered clouds,-31.4333,152.9167,Rydges Port Macquarie
346,Praia Da Vitoria,PT,75.45,broken clouds,38.7333,-27.0667,Hotel Branco I
349,Malanje,AO,63.39,broken clouds,-9.5402,16.341,Hotel Ginga
350,Hambantota,LK,80.94,scattered clouds,6.1241,81.1185,Bungalow 63
351,Tignere,CM,61.66,overcast clouds,7.3667,12.65,SADECK
352,Santa Luzia,BR,72.5,clear sky,-19.7697,-43.8514,Pousada Chao Earth
354,Naze,JP,86.92,scattered clouds,28.3667,129.4833,Shishime Hotel
355,Amapa,BR,74.86,scattered clouds,1.0,-52.0,
356,Broken Hill,AU,69.57,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
357,Nouadhibou,MR,71.58,few clouds,20.931,-17.0347,El Medina
359,Muli,MV,80.62,scattered clouds,2.9167,73.5667,Medhufushi Island Resort
361,Kirakira,SB,84.2,overcast clouds,-10.4544,161.9205,SanBiz Lodge
362,Sitka,US,55.87,overcast clouds,57.0531,-135.33,Westmark Sitka
363,Zaraza,VE,75.16,overcast clouds,9.3503,-65.3245,Hotel Zaraza
365,Pontian Kecil,MY,84.52,overcast clouds,1.4801,103.3899,SUNFLOWER EXPRESS HOTEL
366,Biloela,AU,76.96,clear sky,-24.4167,150.5,Silo Motor Inn Biloela
367,Timizart,DZ,85.73,overcast clouds,36.8,4.2667,TOUATI LOTFI
368,Saint-Francois,FR,63.84,clear sky,46.4154,3.9054,Maison Vin d'Hus
369,Caravelas,BR,71.64,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
370,Medea,DZ,79.61,overcast clouds,36.2642,2.7539,Hôtel M'Sallah
372,Makubetsu,JP,60.51,few clouds,45.3714,141.8211,RED BARON Bike Station Wakkanai
373,Mutsu,JP,68.0,overcast clouds,41.2894,141.2169,Mutsu Park Hotel
374,Bousso,TD,68.63,light rain,10.4795,16.7117,
375,Asekeyevo,RU,57.36,overcast clouds,53.5742,52.7972,
376,Soyo,AO,72.07,scattered clouds,-6.1349,12.3689,Hospedaria ndozi'ame
377,Tokonou,GN,67.42,overcast clouds,9.65,-9.7833,
378,Russell,US,67.23,clear sky,32.3502,-85.1999,Macs
379,Kloulklubed,PW,86.5,few clouds,7.0419,134.2556,Storyboard Beach Resort
380,Zaranj,AF,62.56,clear sky,30.9667,61.8833,کارگاه بلوک زنی سرهنگ
382,Lahij,YE,85.98,overcast clouds,13.1667,44.5833,
383,Tarrafal,CV,79.59,overcast clouds,15.2833,-23.7667,Hotel Ixola
384,Umm Lajj,SA,84.61,clear sky,25.0213,37.2685,Moon light Furnished Units
385,Biltine,TD,79.68,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
386,Freeport,US,75.97,clear sky,40.6576,-73.5832,The Freeport Inn and Marina
387,Paredon,MX,79.68,overcast clouds,16.0333,-93.8667,Hotel Principal Paredon
388,Harper,LR,75.54,overcast clouds,4.375,-7.7169,Screensaver
391,Yomou,GN,70.0,overcast clouds,7.5603,-9.2653,
392,Abu Dhabi,AE,87.82,haze,24.4667,54.3667,Beach Rotana
393,Bambous Virieux,MU,69.22,scattered clouds,-20.3428,57.7575,Casa Tia Villa
394,Balaipungut,ID,73.06,overcast clouds,1.05,101.2833,
395,Villarrica,PY,56.93,clear sky,-25.75,-56.4333,Mansión Reljuv Tours SA
396,Puerto Madryn,AR,60.4,scattered clouds,-42.7692,-65.0385,Hotel Tolosa
397,Omboue,GA,73.76,overcast clouds,-1.5746,9.2618,Hotel Olako
398,Lasa,IT,65.28,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
399,Sao Joao Da Barra,BR,70.43,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
401,Peniche,PT,68.11,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
403,Parnamirim,BR,76.89,broken clouds,-5.9156,-35.2628,Pousada Joaci
405,Sucre,BO,55.94,overcast clouds,-19.0333,-65.2627,Hostal CasArte Takubamba
