City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
359,Muli,MV,2.9167,73.5667,80.62,74,43,5.01,scattered clouds,2022-09-14 02:33:46
360,Lysyye Gory,RU,51.5506,44.8414,54.48,74,100,12.26,overcast clouds,2022-09-14 02:33:46
361,Kirakira,SB,-10.4544,161.9205,84.2,71,96,9.4,overcast clouds,2022-09-14 02:33:47
362,Sitka,US,57.0531,-135.33,55.87,87,100,6.58,overcast clouds,2022-09-14 02:33:47
363,Zaraza,VE,9.3503,-65.3245,75.16,86,89,3.74,overcast clouds,2022-09-14 02:33:48
364,Pinawa,CA,50.1489,-95.8811,47.48,68,69,4.88,broken clouds,2022-09-14 02:33:48
365,Pontian Kecil,MY,1.4801,103.3899,84.52,80,100,7.65,overcast clouds,2022-09-14 02:33:48
366,Biloela,AU,-24.4167,150.5,76.96,30,0,1.3,clear sky,2022-09-14 02:33:49
367,Timizart,DZ,36.8,4.2667,85.73,35,99,8.79,overcast clouds,2022-09-14 02:33:49
368,Saint-Francois,FR,46.4154,3.9054,63.84,94,0,2.3,clear sky,2022-09-14 02:32:15
369,Caravelas,BR,-17.7125,-39.2481,71.64,82,2,8.43,clear sky,2022-09-14 02:33:50
370,Medea,DZ,36.2642,2.7539,79.61,24,100,4.79,overcast clouds,2022-09-14 02:33:21
371,Pak Phanang,TH,8.3511,100.202,88.03,65,38,10.47,scattered clouds,2022-09-14 02:33:50
372,Makubetsu,JP,45.3714,141.8211,60.51,48,20,12.66,few clouds,2022-09-14 02:33:51
373,Mutsu,JP,41.2894,141.2169,68.0,57,90,9.84,overcast clouds,2022-09-14 02:33:51
374,Bousso,TD,10.4795,16.7117,68.63,89,93,3.65,light rain,2022-09-14 02:33:51
375,Asekeyevo,RU,53.5742,52.7972,57.36,55,100,11.59,overcast clouds,2022-09-14 02:33:52
376,Soyo,AO,-6.1349,12.3689,72.07,88,34,5.03,scattered clouds,2022-09-14 02:33:52
377,Tokonou,GN,9.65,-9.7833,67.42,97,100,2.91,overcast clouds,2022-09-14 02:33:53
378,Russell,US,32.3502,-85.1999,67.23,94,0,0.0,clear sky,2022-09-14 02:33:53
379,Kloulklubed,PW,7.0419,134.2556,86.5,69,19,11.25,few clouds,2022-09-14 02:32:09
380,Zaranj,AF,30.9667,61.8833,62.56,19,0,7.61,clear sky,2022-09-14 02:33:54
381,Tranas,SE,58.0372,14.9782,50.4,94,76,7.27,light rain,2022-09-14 02:33:54
382,Lahij,YE,13.1667,44.5833,85.98,48,96,10.33,overcast clouds,2022-09-14 02:33:55
383,Tarrafal,CV,15.2833,-23.7667,79.59,84,96,6.71,overcast clouds,2022-09-14 02:33:55
384,Umm Lajj,SA,25.0213,37.2685,84.61,46,2,9.26,clear sky,2022-09-14 02:33:55
385,Biltine,TD,14.5333,20.9167,79.68,70,100,5.12,overcast clouds,2022-09-14 02:33:56
386,Freeport,US,40.6576,-73.5832,75.97,53,0,16.11,clear sky,2022-09-14 02:29:35
387,Paredon,MX,16.0333,-93.8667,79.68,81,98,5.7,overcast clouds,2022-09-14 02:33:56
388,Harper,LR,4.375,-7.7169,75.54,86,100,9.26,overcast clouds,2022-09-14 02:33:57
389,Shestakovo,RU,56.4915,103.96,48.87,58,11,3.65,few clouds,2022-09-14 02:33:57
390,Taoudenni,ML,22.6783,-3.9836,93.7,9,0,5.57,clear sky,2022-09-14 02:33:57
391,Yomou,GN,7.5603,-9.2653,70.0,100,100,1.36,overcast clouds,2022-09-14 02:33:58
392,Abu Dhabi,AE,24.4667,54.3667,87.82,84,21,5.75,haze,2022-09-14 02:33:58
393,Bambous Virieux,MU,-20.3428,57.7575,69.22,94,40,3.44,scattered clouds,2022-09-14 02:33:59
394,Balaipungut,ID,1.05,101.2833,73.06,94,100,1.63,overcast clouds,2022-09-14 02:33:59
395,Villarrica,PY,-25.75,-56.4333,56.93,70,5,4.38,clear sky,2022-09-14 02:33:59
396,Puerto Madryn,AR,-42.7692,-65.0385,60.4,42,37,22.03,scattered clouds,2022-09-14 02:30:55
397,Omboue,GA,-1.5746,9.2618,73.76,87,100,6.26,overcast clouds,2022-09-14 02:34:00
398,Lasa,IT,46.6166,10.7002,65.28,88,100,3.83,overcast clouds,2022-09-14 02:34:00
399,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.43,87,52,11.7,broken clouds,2022-09-14 02:34:01
400,Khilok,RU,51.3674,110.4676,51.28,61,100,2.17,moderate rain,2022-09-14 02:34:01
401,Peniche,PT,39.3558,-9.3811,68.11,95,52,13.22,broken clouds,2022-09-14 02:34:01
402,Maningrida,AU,-12.0667,134.2667,90.18,47,3,13.47,clear sky,2022-09-14 02:34:02
403,Parnamirim,BR,-5.9156,-35.2628,76.89,94,75,6.91,broken clouds,2022-09-14 02:34:02
404,Narsaq,GL,60.9167,-46.05,44.82,69,4,3.2,clear sky,2022-09-14 02:29:34
405,Sucre,BO,-19.0333,-65.2627,55.94,72,100,5.35,overcast clouds,2022-09-14 02:33:17
406,Candido Mendes,BR,-1.4467,-45.7167,74.77,92,5,3.38,clear sky,2022-09-14 02:34:03
407,Bolgatanga,GH,10.7856,-0.8514,72.64,90,34,1.63,scattered clouds,2022-09-14 02:34:03
408,Findlay,US,41.0442,-83.6499,63.55,82,20,5.75,few clouds,2022-09-14 02:33:00
409,Kelebia,HU,46.1968,19.6166,58.75,60,46,8.12,scattered clouds,2022-09-14 02:34:04
410,Beloha,MG,-25.1667,45.05,66.02,64,100,11.88,overcast clouds,2022-09-14 02:34:05
411,Beringovskiy,RU,63.05,179.3167,43.92,83,100,3.96,overcast clouds,2022-09-14 02:34:05
412,Mawlaik,MM,23.6333,94.4167,83.41,78,97,0.89,overcast clouds,2022-09-14 02:34:05
413,Oropesa,PE,-13.5928,-71.7719,57.06,58,76,3.44,broken clouds,2022-09-14 02:34:06
414,Bowen,AU,-20.0167,148.2333,75.15,51,0,18.77,clear sky,2022-09-14 02:34:06
415,Loukhi,RU,66.0764,33.0381,49.35,87,100,6.8,overcast clouds,2022-09-14 02:34:07
416,Ngorongoro,TZ,-3.2397,35.4875,48.36,87,93,6.35,overcast clouds,2022-09-14 02:34:07
417,Provideniya,RU,64.3833,-173.3,48.36,93,100,8.99,overcast clouds,2022-09-14 02:34:07
418,Cabra,ES,37.4725,-4.4421,63.93,91,54,1.59,broken clouds,2022-09-14 02:34:08
419,Ambon,ID,-3.6954,128.1814,84.34,79,40,5.75,scattered clouds,2022-09-14 02:34:08
420,Sayhat,SA,26.4852,50.0405,80.8,59,0,6.08,clear sky,2022-09-14 02:34:09
421,Smithers,CA,54.7804,-127.1743,59.32,67,0,4.61,clear sky,2022-09-14 02:34:09
422,Awbari,LY,26.5921,12.7805,78.91,35,0,7.34,clear sky,2022-09-14 02:34:09
423,Butterworth,MY,5.3991,100.3638,84.99,75,20,7.0,few clouds,2022-09-14 02:34:10
424,Avera,US,33.194,-82.5271,63.91,46,1,4.68,clear sky,2022-09-14 02:34:10
425,Luba,GQ,3.4568,8.5547,75.09,86,100,3.67,overcast clouds,2022-09-14 02:34:11
426,Bubaque,GW,11.2833,-15.8333,78.98,82,99,2.95,moderate rain,2022-09-14 02:34:11
427,Sinazongwe,ZM,-17.2614,27.4618,69.62,52,10,5.73,clear sky,2022-09-14 02:34:12
428,Shebalino,RU,51.2917,85.6772,41.02,94,100,1.72,overcast clouds,2022-09-14 02:34:12
429,Smithfield,US,41.922,-71.5495,72.46,93,100,4.61,overcast clouds,2022-09-14 02:29:47
430,Tazovskiy,RU,67.4667,78.7,38.21,76,100,6.64,overcast clouds,2022-09-14 02:34:12
431,Mantua,IT,45.1667,10.7833,69.04,87,96,1.01,overcast clouds,2022-09-14 02:30:24
432,San Jose,US,37.3394,-121.895,70.18,57,20,13.8,few clouds,2022-09-14 02:30:22
433,Sinnamary,GF,5.3833,-52.95,79.45,83,4,8.86,clear sky,2022-09-14 02:34:13
434,Tuatapere,NZ,-46.1333,167.6833,49.39,67,81,7.09,broken clouds,2022-09-14 02:34:14
435,Nuuk,GL,64.1835,-51.7216,45.21,87,75,23.02,broken clouds,2022-09-14 02:34:14
436,Paamiut,GL,61.994,-49.6678,42.44,84,10,8.59,clear sky,2022-09-14 02:32:18
437,Tynne,UA,50.6015,26.1849,49.05,83,80,7.4,broken clouds,2022-09-14 02:34:15
438,Srednekolymsk,RU,67.45,153.6833,46.4,52,20,7.2,few clouds,2022-09-14 02:34:15
439,Murray Bridge,AU,-35.1167,139.2667,57.13,77,100,23.26,light rain,2022-09-14 02:34:15
440,Ancud,CL,-41.8697,-73.8203,51.22,88,100,18.14,light rain,2022-09-14 02:34:16
441,Olkhovka,RU,53.2115,60.6069,47.82,66,100,4.76,overcast clouds,2022-09-14 02:34:16
442,Trinidad,BO,-14.8333,-64.9,73.11,88,100,4.0,overcast clouds,2022-09-14 02:34:17
443,Inhambane,MZ,-23.865,35.3833,67.39,68,61,12.06,broken clouds,2022-09-14 02:34:17
444,Longonjo,AO,-12.9067,15.2533,65.32,66,51,3.27,broken clouds,2022-09-14 02:34:17
445,Ossora,RU,59.2353,163.0719,49.69,67,62,7.29,broken clouds,2022-09-14 02:34:18
446,Plouzane,FR,48.3833,-4.6167,64.58,100,0,4.61,clear sky,2022-09-14 02:34:18
447,Portland,US,45.5234,-122.6762,70.38,61,75,9.22,broken clouds,2022-09-14 02:31:39
448,Sayyan,YE,15.1718,44.3244,63.84,42,77,2.01,broken clouds,2022-09-14 02:34:19
449,Wladyslawowo,PL,54.7909,18.4009,56.93,83,32,17.94,scattered clouds,2022-09-14 02:34:19
450,Bermejo,AR,-32.8833,-68.8,57.11,35,0,2.3,clear sky,2022-09-14 02:34:20
451,Aripuana,BR,-9.1667,-60.6333,77.36,66,21,2.17,few clouds,2022-09-14 02:34:20
452,Aykhal,RU,66.0,111.5,36.73,85,94,18.81,overcast clouds,2022-09-14 02:33:18
453,Bartica,GY,6.4,-58.6167,79.12,95,34,2.35,scattered clouds,2022-09-14 02:34:21
454,Cascais,PT,38.6979,-9.4215,69.98,77,55,28.99,broken clouds,2022-09-14 02:34:21
455,Oyon,PE,-10.6681,-76.7731,48.76,67,100,0.89,overcast clouds,2022-09-14 02:34:21
456,Sioux Lookout,CA,50.1001,-91.917,42.87,87,20,2.3,few clouds,2022-09-14 02:34:22
457,Zemio,CF,5.0314,25.1361,68.27,99,100,2.13,moderate rain,2022-09-14 02:34:22
458,Baraki Barak,AF,33.9675,68.9486,68.05,32,0,1.39,clear sky,2022-09-14 02:34:23
459,Kpalime,TG,6.9,0.6333,70.16,99,80,0.43,broken clouds,2022-09-14 02:34:23
460,Teknaf,BD,20.8624,92.3058,81.57,80,100,3.96,overcast clouds,2022-09-14 02:34:23
461,San Vicente,AR,-26.6167,-54.1333,52.68,90,67,4.03,broken clouds,2022-09-14 02:34:24
462,Divnomorskoye,RU,44.5011,38.1353,60.67,81,46,6.4,light rain,2022-09-14 02:34:24
463,Borogontsy,RU,62.6683,131.1683,46.94,92,99,8.99,light rain,2022-09-14 02:34:25
464,Lipari,IT,38.4674,14.954,71.33,53,0,3.74,clear sky,2022-09-14 02:34:25
465,General Roca,AR,-39.0333,-67.5833,58.62,36,3,8.84,clear sky,2022-09-14 02:34:25
466,Gilbues,BR,-9.8317,-45.3439,76.77,31,24,4.85,few clouds,2022-09-14 02:34:26
467,Thunder Bay,CA,48.4001,-89.3168,49.98,87,20,4.61,few clouds,2022-09-14 02:34:16
468,Toamasina,MG,-18.1667,49.3833,68.0,94,75,2.3,broken clouds,2022-09-14 02:34:26
469,Sakyla,FI,61.0333,22.3333,52.07,93,100,13.4,overcast clouds,2022-09-14 02:34:27
470,Souillac,MU,-20.5167,57.5167,66.58,94,40,3.44,scattered clouds,2022-09-14 02:34:27
471,Ilulissat,GL,69.2167,-51.1,42.82,81,100,3.44,overcast clouds,2022-09-14 02:34:28
472,Kavieng,PG,-2.5744,150.7967,85.19,66,76,13.98,broken clouds,2022-09-14 02:34:28
473,Seymchan,RU,62.8833,152.4333,46.36,53,7,4.72,clear sky,2022-09-14 02:34:29
474,Yar-Sale,RU,66.8333,70.8333,44.22,87,100,7.72,overcast clouds,2022-09-14 02:34:29
475,Tanda,IN,26.55,82.65,76.32,96,100,12.1,overcast clouds,2022-09-14 02:34:29
476,San Gabriel Casa Blanca,MX,18.15,-97.1333,70.5,89,99,3.0,overcast clouds,2022-09-14 02:34:30
477,Bambanglipuro,ID,-7.95,110.2833,83.68,65,13,14.7,few clouds,2022-09-14 02:33:51
478,Ixtapa,MX,20.7,-105.2,80.22,89,100,3.44,overcast clouds,2022-09-14 02:34:30
479,Jardim,BR,-21.4803,-56.1381,68.63,63,94,8.99,overcast clouds,2022-09-14 02:34:31
480,Hailar,CN,49.2,119.7,74.46,32,100,4.29,overcast clouds,2022-09-14 02:34:31
481,Buin,CL,-33.7333,-70.75,54.73,84,0,2.44,clear sky,2022-09-14 02:33:26
482,Salto De Pirapora,BR,-23.6489,-47.5733,64.26,94,77,6.62,broken clouds,2022-09-14 02:34:32
483,Liseleje,DK,56.0053,11.9483,58.91,79,96,14.0,overcast clouds,2022-09-14 02:34:32
484,Sur,OM,22.5667,59.5289,86.94,54,26,3.49,scattered clouds,2022-09-14 02:34:32
485,San Patricio,US,28.017,-97.5169,84.06,65,1,8.68,clear sky,2022-09-14 02:34:33
486,Torit,SS,4.4133,32.5678,66.52,94,100,1.95,overcast clouds,2022-09-14 02:30:11
487,Aiken,US,33.5835,-81.5998,71.89,81,0,0.0,clear sky,2022-09-14 02:34:34
488,Palu,ID,-0.8917,119.8707,89.4,51,37,2.64,scattered clouds,2022-09-14 02:34:34
489,Baruun-Urt,MN,46.6806,113.2792,74.03,33,100,2.37,overcast clouds,2022-09-14 02:34:34
490,Basseterre,KN,17.2948,-62.7261,82.78,87,33,16.24,scattered clouds,2022-09-14 02:34:35
491,Sibolga,ID,1.7427,98.7792,83.73,59,98,2.68,overcast clouds,2022-09-14 02:34:35
492,Makakilo City,US,21.3469,-158.0858,84.56,54,75,16.11,broken clouds,2022-09-14 02:34:36
493,Pakhtakoron,TJ,40.1571,68.7466,68.25,26,0,4.32,clear sky,2022-09-14 02:34:36
494,Bud,US,39.447,-86.1758,66.22,93,36,1.23,scattered clouds,2022-09-14 02:34:36
495,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,81,0,4.0,clear sky,2022-09-14 02:34:37
496,Arcata,US,40.8665,-124.0828,67.75,89,100,0.0,fog,2022-09-14 02:34:37
497,Mwene-Ditu,CD,-7.0,23.45,69.67,77,100,2.91,overcast clouds,2022-09-14 02:34:38
498,Punta,PH,8.9897,125.34,87.87,61,48,4.45,scattered clouds,2022-09-14 02:32:44
499,Khuzdar,PK,27.7384,66.6434,78.89,51,0,0.81,clear sky,2022-09-14 02:34:38
500,Najran,SA,17.4924,44.1277,75.85,19,58,2.95,broken clouds,2022-09-14 02:30:53
501,Mount Isa,AU,-20.7333,139.5,87.57,20,0,6.91,clear sky,2022-09-14 02:34:39
502,Lhokseumawe,ID,5.1801,97.1507,82.02,69,100,6.29,overcast clouds,2022-09-14 02:34:39
503,Pishin,PK,30.5803,66.9961,73.6,27,0,0.51,clear sky,2022-09-14 02:34:39
504,Darhan,MN,49.4867,105.9228,55.56,49,100,9.08,overcast clouds,2022-09-14 02:34:40
505,Hobyo,SO,5.3505,48.5268,76.46,86,44,21.05,scattered clouds,2022-09-14 02:34:40
506,Mayo,US,38.8876,-76.5119,74.28,79,20,5.75,few clouds,2022-09-14 02:34:41
507,Birao,CF,10.2849,22.7882,68.11,97,100,3.02,overcast clouds,2022-09-14 02:34:41
508,Saint Anthony,US,45.0205,-93.218,68.79,68,0,0.0,clear sky,2022-09-14 02:34:41
509,San Felipe,VE,10.3399,-68.7425,71.35,97,95,0.67,overcast clouds,2022-09-14 02:34:42
510,Lata,PT,40.1629,-8.3327,65.07,95,100,4.59,overcast clouds,2022-09-14 02:34:42
511,Mountain Home,US,43.133,-115.6912,65.68,77,40,10.36,scattered clouds,2022-09-14 02:34:43
512,Acapulco,MX,16.8634,-99.8901,80.42,83,100,5.75,overcast clouds,2022-09-14 02:30:58
513,Dera Bugti,PK,29.0307,69.151,87.75,46,0,3.47,clear sky,2022-09-14 02:34:43
514,Kedrovyy,RU,56.1667,91.8167,41.41,55,54,4.85,broken clouds,2022-09-14 02:34:44
515,Payo,ID,-3.7508,103.6372,81.32,75,99,1.72,overcast clouds,2022-09-14 02:34:44
516,Hongjiang,CN,27.11,109.9956,88.63,39,9,3.65,clear sky,2022-09-14 02:34:45
517,Salalah,OM,17.0151,54.0924,78.89,100,100,3.44,overcast clouds,2022-09-14 02:34:45
518,Anahuac,MX,27.2333,-100.15,86.85,45,52,19.8,broken clouds,2022-09-14 02:34:45
519,Turukhansk,RU,65.8167,87.9833,39.2,79,100,3.44,overcast clouds,2022-09-14 02:34:46
520,Gorontalo,ID,0.5412,123.0595,87.28,57,71,6.29,broken clouds,2022-09-14 02:34:46
521,Beitbridge,ZW,-22.2167,30.0,63.12,75,100,21.79,overcast clouds,2022-09-14 02:34:46
522,Arman,RU,59.7,150.1667,55.02,49,100,5.59,overcast clouds,2022-09-14 02:34:47
523,Karia,NG,11.7306,11.1629,73.38,83,97,6.55,overcast clouds,2022-09-14 02:34:47
524,Papar,MY,5.7333,115.9333,86.0,68,33,5.88,scattered clouds,2022-09-14 02:34:48
525,Touros,BR,-5.1989,-35.4608,74.98,86,27,11.95,scattered clouds,2022-09-14 02:34:48
526,Kahului,US,20.8947,-156.47,84.22,71,75,20.71,broken clouds,2022-09-14 02:33:54
527,Courtenay,CA,49.6866,-124.9936,67.98,62,20,0.0,few clouds,2022-09-14 02:30:33
528,Agadir,MA,30.4202,-9.5982,70.25,90,5,0.76,clear sky,2022-09-14 02:31:05
529,Acari,PE,-15.4311,-74.6158,62.91,76,63,3.89,broken clouds,2022-09-14 02:34:49
530,Mumford,GH,5.2618,-0.759,73.98,92,62,8.75,broken clouds,2022-09-14 02:34:49
531,Kiruna,SE,67.8557,20.2251,40.12,100,100,6.91,moderate rain,2022-09-14 02:34:50
532,Berdigestyakh,RU,62.0989,126.6992,37.22,97,100,16.49,light rain,2022-09-14 02:34:50
533,Amot,NO,59.5714,7.9877,43.61,94,55,4.72,broken clouds,2022-09-14 02:34:51
534,Lazaro Cardenas,MX,17.9583,-102.2,78.62,82,47,1.07,scattered clouds,2022-09-14 02:34:51
535,Egra,CZ,50.0796,12.3739,60.71,97,100,1.19,light rain,2022-09-14 02:34:51
536,Dauphin,CA,51.1494,-100.0502,51.94,66,75,3.44,haze,2022-09-14 02:34:52
537,Dafeng,CN,23.4517,108.5881,83.62,65,69,3.04,broken clouds,2022-09-14 02:34:52
538,Arica,CL,-18.475,-70.3042,59.23,72,100,10.36,overcast clouds,2022-09-14 02:34:53
539,Vila Franca Do Campo,PT,37.7167,-25.4333,77.2,96,36,5.19,scattered clouds,2022-09-14 02:34:53
540,Taltal,CL,-25.4,-70.4833,57.27,56,0,5.77,clear sky,2022-09-14 02:32:13
541,Aitape,PG,-3.1374,142.3475,87.96,56,82,10.85,broken clouds,2022-09-14 02:34:54
542,Sobolevo,RU,54.4299,31.8996,45.82,97,100,4.09,overcast clouds,2022-09-14 02:34:54
543,Umm Kaddadah,SD,13.6017,26.6876,82.26,60,93,9.69,overcast clouds,2022-09-14 02:34:54
544,Kalmunai,LK,7.4167,81.8167,81.55,74,100,6.62,overcast clouds,2022-09-14 02:34:55
545,Adolfo Lopez Mateos,MX,28.4667,-107.3,56.93,72,94,4.18,overcast clouds,2022-09-14 02:34:55
546,Corrente,BR,-3.7367,-43.3394,72.5,88,27,3.2,scattered clouds,2022-09-14 02:34:55
547,Terney,RU,45.0503,136.6092,64.44,60,0,7.92,clear sky,2022-09-14 02:34:56
548,Xingyi,CN,24.1877,102.817,66.25,85,98,3.4,overcast clouds,2022-09-14 02:34:57
549,Chuguyevka,RU,44.1653,133.8633,67.28,46,99,2.42,overcast clouds,2022-09-14 02:34:57
550,Baykit,RU,61.67,96.37,46.08,82,100,7.38,overcast clouds,2022-09-14 02:32:16
551,Bilma,NE,18.6853,12.9164,90.97,20,87,3.0,overcast clouds,2022-09-14 02:34:58
552,Juneau,US,58.3019,-134.4197,53.6,93,100,8.05,light rain,2022-09-14 02:30:50
553,Buzmeyin,TM,38.0507,58.2056,58.73,41,0,2.3,clear sky,2022-09-14 02:34:59
554,Pemberton,CA,50.3164,-122.8027,64.0,87,61,4.23,light rain,2022-09-14 02:34:59
555,Juegang,CN,32.3174,121.1855,73.98,93,100,20.98,light rain,2022-09-14 02:35:00
556,Portree,GB,57.4129,-6.1942,51.53,97,100,4.5,overcast clouds,2022-09-14 02:35:00
557,Hervey Bay,AU,-25.2986,152.8535,74.01,60,30,8.99,scattered clouds,2022-09-14 02:35:00
558,Caribou,US,46.8606,-68.012,66.63,90,100,5.75,overcast clouds,2022-09-14 02:34:14
559,Groningen,NL,53.25,6.75,58.01,89,40,3.44,scattered clouds,2022-09-14 02:31:12
560,Mahibadhoo,MV,3.7833,72.9667,80.2,72,19,2.75,few clouds,2022-09-14 02:35:01
561,Biak,ID,-0.9131,122.8766,78.15,78,93,9.08,light rain,2022-09-14 02:35:02
562,Shelburne,CA,44.0787,-80.2041,57.65,84,5,10.56,clear sky,2022-09-14 02:33:11
563,Iwanai,JP,42.9744,140.5089,64.2,63,95,9.33,overcast clouds,2022-09-14 02:35:03
564,Kigoma,TZ,-4.8769,29.6267,74.7,72,83,1.9,light rain,2022-09-14 02:35:03
565,Tiarei,PF,-17.5333,-149.3333,82.42,72,100,21.39,overcast clouds,2022-09-14 02:35:04
566,Xinpu,CN,34.5997,119.1594,72.52,88,100,12.95,light rain,2022-09-14 02:35:04
567,Kargasok,RU,59.0556,80.8572,46.02,70,25,6.17,scattered clouds,2022-09-14 02:32:07
568,Panguna,PG,-6.3164,155.4848,74.44,86,95,2.1,light rain,2022-09-14 02:35:05
569,Olga,RU,43.7444,135.2892,64.81,62,100,4.18,overcast clouds,2022-09-14 02:35:05
570,Olafsvik,IS,64.8945,-23.7142,45.84,77,40,10.85,scattered clouds,2022-09-14 02:35:06
571,Ulaanbaatar,MN,47.9077,106.8832,60.93,51,40,2.24,scattered clouds,2022-09-14 02:32:55
572,Saint-Joseph,RE,-21.3667,55.6167,64.78,71,98,2.62,overcast clouds,2022-09-14 02:35:06
573,Candido De Abreu,BR,-24.5669,-51.3333,63.75,99,100,1.68,overcast clouds,2022-09-14 02:35:07
574,Berga,NO,60.392,5.328,55.08,94,75,4.61,light rain,2022-09-14 02:35:07
575,Menongue,AO,-14.6585,17.691,60.91,25,84,3.67,broken clouds,2022-09-14 02:35:07
576,Hualmay,PE,-11.0964,-77.6139,60.24,84,73,9.4,broken clouds,2022-09-14 02:35:08
577,Luanda,AO,-8.8368,13.2343,71.85,87,50,3.76,scattered clouds,2022-09-14 02:30:56
578,Mayumba,GA,-3.432,10.6554,73.47,83,88,4.59,overcast clouds,2022-09-14 02:35:08
579,West Wendover,US,40.7391,-114.0733,63.61,77,100,16.11,overcast clouds,2022-09-14 02:35:09
580,Santa Cruz,BO,-17.8,-63.1667,65.66,59,75,11.5,light rain,2022-09-14 02:31:42
581,Poum,NC,-20.2333,164.0167,75.0,76,2,17.52,clear sky,2022-09-14 02:35:09
582,Rupert,US,42.6191,-113.6772,58.95,88,0,8.05,clear sky,2022-09-14 02:35:10
583,Lulea,SE,65.5842,22.1547,51.87,93,100,9.22,overcast clouds,2022-09-14 02:35:10
584,East Stroudsburg,US,40.9995,-75.1813,66.97,83,16,4.07,few clouds,2022-09-14 02:31:46
585,Neiafu,TO,-18.65,-173.9833,77.68,94,40,8.05,scattered clouds,2022-09-14 02:35:11
586,Maraa,BR,-1.8333,-65.3667,72.72,96,50,2.82,scattered clouds,2022-09-14 02:35:11
587,Kaitong,CN,44.8135,123.15,70.65,34,97,4.09,overcast clouds,2022-09-14 02:35:11
588,Sotouboua,TG,8.5667,0.9833,69.53,98,93,0.29,overcast clouds,2022-09-14 02:35:12
589,Conceicao Do Araguaia,BR,-8.2578,-49.2647,83.73,36,85,4.99,overcast clouds,2022-09-14 02:35:12
590,Taree,AU,-31.9,152.4667,68.05,57,69,5.68,broken clouds,2022-09-14 02:35:13
591,Vaxjo,SE,56.8777,14.8091,55.45,94,40,9.22,scattered clouds,2022-09-14 02:35:13
592,Praya,CV,14.9215,-23.5087,79.34,89,75,5.75,broken clouds,2022-09-14 02:31:45
593,Nuristan,AF,35.3,70.8333,47.88,53,21,0.96,few clouds,2022-09-14 02:35:14
594,Santa Fe,AR,-31.6333,-60.7,60.03,60,76,1.01,light rain,2022-09-14 02:35:14
595,Stornoway,GB,58.2093,-6.3865,52.03,86,100,5.75,overcast clouds,2022-09-14 02:35:15
596,Andenes,NO,69.3143,16.1194,46.38,76,100,35.68,overcast clouds,2022-09-14 02:35:15
597,Kanlagay,PH,5.8757,121.2915,85.62,65,66,5.64,broken clouds,2022-09-14 02:35:15
598,Ouadda,CF,8.0777,22.4007,68.18,99,100,5.64,light rain,2022-09-14 02:35:16
599,Kibre Mengist,ET,5.8833,38.9833,58.91,91,98,3.13,overcast clouds,2022-09-14 02:35:16
600,Dongsheng,CN,39.8161,109.9776,65.79,51,1,8.25,clear sky,2022-09-14 02:35:17
601,Bose,IT,45.4612,8.0137,70.29,77,100,1.61,overcast clouds,2022-09-14 02:35:17
602,Lalsot,IN,26.5667,76.3333,79.32,80,71,13.82,broken clouds,2022-09-14 02:35:18
603,Tabora,TZ,-5.0167,32.8,66.22,57,73,7.49,broken clouds,2022-09-14 02:33:06
604,Wukari,NG,7.85,9.7833,68.68,92,100,2.75,overcast clouds,2022-09-14 02:35:18
605,Atar,MR,20.5169,-13.0499,89.56,39,51,8.5,broken clouds,2022-09-14 02:35:19
606,Kwekwe,ZW,-18.9281,29.8149,55.78,86,0,9.28,clear sky,2022-09-14 02:35:19
607,Sterling,US,39.0062,-77.4286,71.22,66,75,9.22,broken clouds,2022-09-14 02:30:43
608,Puerto Escondido,MX,15.85,-97.0667,74.23,53,100,6.91,overcast clouds,2022-09-14 02:35:20
609,Norilsk,RU,69.3535,88.2027,34.43,84,88,12.28,overcast clouds,2022-09-14 02:35:20
610,Nantong,CN,32.0303,120.8747,76.98,99,100,8.01,overcast clouds,2022-09-14 02:35:21
611,Polessk,RU,54.862,21.1028,55.45,93,24,12.21,few clouds,2022-09-14 02:35:21
612,Marawi,PH,7.9986,124.2928,83.68,59,77,4.5,broken clouds,2022-09-14 02:35:21
613,Aswan,EG,24.0934,32.907,83.5,32,0,6.91,clear sky,2022-09-14 02:35:22
614,Mpika,ZM,-11.8343,31.4529,58.93,55,75,9.78,broken clouds,2022-09-14 02:35:22
615,Whitehorse,CA,60.7161,-135.0538,56.17,54,75,12.66,broken clouds,2022-09-14 02:35:23
616,Were Ilu,ET,10.6,39.4333,52.39,86,98,5.48,overcast clouds,2022-09-14 02:35:23
617,Constitucion,CL,-35.3333,-72.4167,47.98,86,2,4.92,clear sky,2022-09-14 02:33:14
618,Rundu,NA,-17.9333,19.7667,63.66,22,0,7.87,clear sky,2022-09-14 02:35:24
619,Lebanon,US,36.2081,-86.2911,71.96,83,0,0.0,clear sky,2022-09-14 02:35:24
620,Mabaruma,GY,8.2,-59.7833,74.1,95,22,2.73,few clouds,2022-09-14 02:35:24
621,Yumen,CN,40.2833,97.2,72.1,21,0,9.82,clear sky,2022-09-14 02:35:25
622,Shwebo,MM,22.5667,95.7,83.1,76,72,8.55,broken clouds,2022-09-14 02:35:25
623,Panaba,MX,21.2833,-88.2667,77.29,89,96,8.37,overcast clouds,2022-09-14 02:35:25
